5.3889857892818025       110183880925.18149
5.719606262950574       128021623014.79814
6.111884395699731       146737177146.69815
6.358786967461101       164773324088.0412
6.794633290596219       190152597951.63763
7.164097180561874       216462821471.30396
7.453210066359017       244730775734.33774
7.9647034587799075       278603706119.08276
8.56760644166167       323719904655.6847
9.279328741240027       368540276396.4037
9.917325383977854       411062323945.7553
10.596240526661798       480883738285.8224
11.784609832808908       582125877874.9694
12.763065841497799       667253696084.2148
14.10451855939453       759683017331.7529
15.479604754464102       894865709102.5441
17.453883722932943       1025849618670.4059
19.287595279350484       1175935929402.8616
21.605478906907805       1311797364604.929
25.19410833789953       1488668239937.8306
28.797067283352956       1649484977515.264
31.40808598092249       1790452655542.75
34.48383679595296       1970166824112.768
40.06565242626278       2344982250119.294
44.42911666393178       2633711769679.761
48.779999168302695       2898066886513.3813
53.90484413787396       3322066817240.495
58.00370027036131       3655296806229.3735
61.584306108498005       3994488277443.05
66.26709881098982       4395167540665.7827
70.11926555425808       4835798039415.596
76.21160626816663       5357397930717.353
80.92262639666515       5775310680897.139
87.66238381168161       6354746946389.583
93.07383931879643       6944432567065.618
98.8271983140737       7486144597807.323
108.50521040135342       8237555838995.405
115.98387081286396       8941018060167.11
130.79211486807318       10042393172071.02
144.58486252442037       10827056909624.998
156.64548645058986       11672334966092.717
175.49821442792677       12670878337382.055
192.72278658758435       13475790070976.4
213.080317019315       14138173940961.15
234.0306302460353       14632102034200.71
255.3210774681241       15142985133975.662
288.0564756589334       15673262173544.373
320.66758780833254       16111334736221.607
369.19962189565456       16228231115114.773
422.1825473677024       16683140544052.014
486.05924486125286       16919051039388.758
598.4796759291024       17045192813960.193
693.6713218030146       17286566286813.277
793.344420992938       17293434161546.002
901.2689358232899       17299961169868.486

